grid_points, number_of_observations, analysis_value
[7, 1],5283.721642207271,69.0
[7, 2],5314.886668078278,76.0
[7, 3],5334.032103298519,79.0
[7, 4],5336.368378997146,84.0
[7, 5],5357.529563933835,85.0
[7, 6],5376.904473795008,85.0
[7, 7],5389.654178921088,87.0
[7, 8],5407.201284587488,88.0
[7, 9],5414.582599730917,87.0
[7, 10],5431.362069239876,86.0
[7, 11],5439.440218087226,87.0
[7, 12],5453.464113311668,85.0
[7, 13],5465.339266204871,82.0
[7, 14],5480.1232749062165,80.0
[7, 15],5492.119602654319,76.0
[7, 16],5506.357447144688,75.0
[7, 17],5521.669014159788,74.0
[7, 18],5533.851125246025,70.0
[7, 19],5551.578828677426,66.0
[7, 20],5575.140554841932,66.0
[7, 21],5600.813950824195,62.0
[8, 0],5271.489201734592,70.0
[8, 1],5294.543506120635,74.0
[8, 2],5315.997339848254,79.0
[8, 3],5334.9691713184875,85.0
[8, 4],5347.603964293976,88.0
[8, 5],5362.0860126425705,91.0
[8, 6],5381.717515318873,92.0
[8, 7],5395.752142434572,93.0
[8, 8],5409.812937728039,95.0
[8, 9],5424.425856875613,91.0
[8, 10],5437.28117082605,91.0
[8, 11],5449.089054838664,90.0
[8, 12],5467.529944013108,91.0
[8, 13],5481.69168777316,87.0
[8, 14],5492.230993252451,82.0
[8, 15],5507.544909886647,82.0
[8, 16],5517.743964628117,78.0
[8, 17],5531.145651316521,76.0
[8, 18],5542.173958216895,72.0
[8, 19],5560.802091048108,71.0
[8, 20],5576.415504029816,67.0
[8, 21],5602.42881646266,64.0
[9, 0],5263.474680384394,73.0
[9, 1],5289.97510413622,73.0
[9, 2],5314.066126445305,84.0
[9, 3],5336.994533842291,85.0
[9, 4],5359.538633543198,92.0
[9, 5],5365.291051205639,95.0
[9, 6],5387.655767368135,99.0
[9, 7],5404.223161898879,98.0
[9, 8],5419.739512673692,99.0
[9, 9],5435.424425127697,98.0
[9, 10],5455.583615759797,97.0
[9, 11],5464.641317866215,94.0
[9, 12],5478.075498230941,91.0
[9, 13],5498.440656268337,89.0
[9, 14],5512.475191047244,88.0
[9, 15],5526.553669324907,87.0
[9, 16],5540.719847419402,85.0
[9, 17],5550.986177308423,80.0
[9, 18],5552.6887247800005,74.0
[9, 19],5567.95605132399,72.0
[9, 20],5588.81528940882,68.0
[9, 21],5609.564682383555,65.0
[10, 0],5265.594563688139,74.0
[10, 1],5293.465624442406,80.0
[10, 2],5324.019957554421,87.0
[10, 3],5343.493814410729,91.0
[10, 4],5366.705525011665,96.0
[10, 5],5373.24383190699,98.0
[10, 6],5394.194247690948,101.0
[10, 7],5416.171360540107,104.0
[10, 8],5435.228715851422,103.0
[10, 9],5454.4485810093065,104.0
[10, 10],5474.181193160609,103.0
[10, 11],5482.83363074663,98.0
[10, 12],5498.94611929025,96.0
[10, 13],5516.010275478503,94.0
[10, 14],5529.913347899053,92.0
[10, 15],5542.852551098945,90.0
[10, 16],5557.721377854182,87.0
[10, 17],5569.891813322009,84.0
[10, 18],5580.398028639387,81.0
[10, 19],5596.818095397809,79.0
[10, 20],5616.338984777674,72.0
[10, 21],5617.779016857791,66.0
[11, 0],5276.130417073378,75.0
[11, 1],5303.890484916479,86.0
[11, 2],5332.880309044922,86.0
[11, 3],5351.042672689491,93.0
[11, 4],5377.247381514064,96.0
[11, 5],5396.190550380374,100.0
[11, 6],5407.761649853543,103.0
[11, 7],5429.191154043937,106.0
[11, 8],5450.355193244447,108.0
[11, 9],5468.360666696323,105.0
[11, 10],5485.009468645921,103.0
[11, 11],5501.3671660937025,103.0
[11, 12],5517.848454878905,98.0
[11, 13],5532.889355798881,96.0
[11, 14],5547.447910372028,96.0
[11, 15],5560.149037390221,91.0
[11, 16],5573.964399445087,89.0
[11, 17],5585.771529015783,86.0
[11, 18],5595.098710986074,82.0
[11, 19],5613.75833950577,79.0
[11, 20],5631.806626921919,78.0
[11, 21],5651.314779118871,70.0
[12, 0],5279.619832500855,78.0
[12, 1],5307.761763535165,84.0
[12, 2],5338.014217723032,88.0
[12, 3],5364.650731387632,93.0
[12, 4],5395.134778496898,96.0
[12, 5],5406.422987687367,104.0
[12, 6],5425.220690857053,107.0
[12, 7],5443.316580832841,108.0
[12, 8],5461.337251305836,106.0
[12, 9],5485.0040818105035,106.0
[12, 10],5502.926319390435,104.0
[12, 11],5516.739820512658,102.0
[12, 12],5533.132145367031,99.0
[12, 13],5548.196911397609,99.0
[12, 14],5576.959443363311,100.0
[12, 15],5584.90074800611,95.0
[12, 16],5601.09126501223,94.0
[12, 17],5612.978615952612,92.0
[12, 18],5627.780658282632,87.0
[12, 19],5639.4110098590445,84.0
[12, 20],5654.749098749882,80.0
[12, 21],5675.3666383699265,77.0
[13, 0],5285.019895445324,76.0
[13, 1],5322.186450832025,84.0
[13, 2],5345.549191339111,91.0
[13, 3],5377.668695787528,93.0
[13, 4],5404.013624996098,99.0
[13, 5],5426.74049147243,103.0
[13, 6],5442.188161199603,106.0
[13, 7],5456.266196521453,107.0
[13, 8],5480.120015540028,108.0
[13, 9],5498.867867346144,105.0
[13, 10],5518.722342568945,104.0
[13, 11],5538.9848044458895,102.0
[13, 12],5569.210769399766,104.0
[13, 13],5579.1490415267845,102.0
[13, 14],5594.975817044471,101.0
[13, 15],5607.212868610147,98.0
[13, 16],5615.223867525582,94.0
[13, 17],5633.627195569354,91.0
[13, 18],5644.308559763008,89.0
[13, 19],5659.571568857758,85.0
[13, 20],5675.704655659021,83.0
[13, 21],5690.207015337974,78.0
[14, 0],5292.728871722826,77.0
[14, 1],5332.493761259328,83.0
[14, 2],5359.448587633546,89.0
[14, 3],5391.765858397695,90.0
[14, 4],5422.1849290564205,98.0
[14, 5],5443.671801918805,101.0
[14, 6],5463.521716343361,105.0
[14, 7],5480.358196190804,106.0
[14, 8],5494.61356901532,107.0
[14, 9],5523.235214187694,107.0
[14, 10],5553.733098379641,107.0
[14, 11],5567.202211638654,104.0
[14, 12],5585.015360030107,104.0
[14, 13],5597.926035586886,104.0
[14, 14],5611.831210518203,100.0
[14, 15],5626.073494263672,97.0
[14, 16],5639.09601851974,94.0
[14, 17],5647.6975350961075,91.0
[14, 18],5664.812590433918,89.0
[14, 19],5676.246653355356,85.0
[14, 20],5691.92159582904,84.0
[14, 21],5710.064798268657,80.0
[15, 0],5311.714869741691,73.0
[15, 1],5350.379141557547,79.0
[15, 2],5374.454006530961,87.0
[15, 3],5412.98951602785,92.0
[15, 4],5437.843704762401,95.0
[15, 5],5461.161502651681,100.0
[15, 6],5479.141905928712,103.0
[15, 7],5500.915347181758,104.0
[15, 8],5535.644930506863,104.0
[15, 9],5551.411772812534,109.0
[15, 10],5571.779140967327,108.0
[15, 11],5585.1783588222615,105.0
[15, 12],5598.999515722706,105.0
[15, 13],5617.513778164743,102.0
[15, 14],5634.406140980163,101.0
[15, 15],5645.637867530813,96.0
[15, 16],5659.368673994056,93.0
[15, 17],5671.824417433435,92.0
[15, 18],5682.887719488366,90.0
[15, 19],5698.951068858473,86.0
[15, 20],5710.201272378763,82.0
[15, 21],5732.343191224958,79.0
[16, 0],5326.877837698541,73.0
[16, 1],5362.592983388067,77.0
[16, 2],5406.34984351901,84.0
[16, 3],5437.1638943379,88.0
[16, 4],5475.638628966042,90.0
[16, 5],5495.383736537444,96.0
[16, 6],5513.325454833723,100.0
[16, 7],5537.147656458332,104.0
[16, 8],5564.851095060929,106.0
[16, 9],5585.990092749979,106.0
[16, 10],5602.57637966585,105.0
[16, 11],5606.630551821728,105.0
[16, 12],5619.3306741309825,103.0
[16, 13],5638.8187269796135,101.0
[16, 14],5656.5713745675,98.0
[16, 15],5668.589864671305,96.0
[16, 16],5679.783005868062,94.0
[16, 17],5692.525943267918,91.0
[16, 18],5708.219044250594,87.0
[16, 19],5720.954486423916,85.0
[16, 20],5733.553901394173,81.0
[16, 21],5755.307071559558,78.0
[17, 0],5336.277200833323,72.0
[17, 1],5389.253249687983,75.0
[17, 2],5429.250848267551,84.0
[17, 3],5459.325954642589,86.0
[17, 4],5496.663274207995,89.0
[17, 5],5526.363142856155,89.0
[17, 6],5547.319577818934,96.0
[17, 7],5566.065408609397,102.0
[17, 8],5587.553528912049,103.0
[17, 9],5608.184179733211,102.0
[17, 10],5630.012735809193,101.0
[17, 11],5646.137649459906,100.0
[17, 12],5657.048662983319,101.0
[17, 13],5676.114668799838,97.0
[17, 14],5685.89738707359,95.0
[17, 15],5698.053691981306,93.0
[17, 16],5713.385388633672,93.0
[17, 17],5721.887547113825,88.0
[17, 18],5736.69343194746,88.0
[17, 19],5747.581496234305,83.0
[17, 20],5760.514960383095,81.0
[17, 21],5772.750356930363,78.0
[18, 0],5364.480558112522,67.0
[18, 1],5409.210089977919,75.0
[18, 2],5443.677560759448,80.0
[18, 3],5478.455373574023,84.0
[18, 4],5510.948173719478,86.0
[18, 5],5547.659366356864,90.0
[18, 6],5569.236327635927,96.0
[18, 7],5592.858225632949,97.0
[18, 8],5612.324014001993,98.0
[18, 9],5630.671274705644,100.0
[18, 10],5653.981674234955,99.0
[18, 11],5674.277510294794,98.0
[18, 12],5686.007799639972,98.0
[18, 13],5699.3707105008225,97.0
[18, 14],5714.7926660184985,95.0
[18, 15],5724.613298494054,95.0
[18, 16],5733.814499441587,91.0
[18, 17],5741.364039516795,88.0
[18, 18],5757.227927236714,87.0
[18, 19],5769.111543462218,84.0
[18, 20],5780.263781101707,81.0
[18, 21],5794.821139633777,76.0
[19, 0],5375.692223306053,64.0
[19, 1],5421.176068789036,73.0
[19, 2],5456.858908176697,76.0
[19, 3],5496.064738742491,80.0
[19, 4],5532.364136268062,84.0
[19, 5],5565.102465773153,86.0
[19, 6],5584.901090104728,94.0
[19, 7],5610.080877296158,95.0
[19, 8],5634.079341392893,96.0
[19, 9],5653.504564554971,97.0
[19, 10],5673.930423907032,98.0
[19, 11],5695.392516204272,96.0
[19, 12],5710.802092983988,96.0
[19, 13],5722.278071769111,96.0
[19, 14],5739.854642257775,94.0
[19, 15],5753.532864047751,92.0
[19, 16],5765.819785609558,89.0
[19, 17],5774.551743799002,87.0
[19, 18],5785.6141054897835,83.0
[19, 19],5799.559797694045,82.0
[19, 20],5810.635453049231,78.0
[19, 21],5811.373212714615,76.0
[20, 0],5384.324967979222,62.0
[20, 1],5426.591523854129,68.0
[20, 2],5465.2883834930935,76.0
[20, 3],5505.631188667319,79.0
[20, 4],5545.916885330314,81.0
[20, 5],5582.362266230341,85.0
[20, 6],5604.913963515521,89.0
[20, 7],5628.8004392334215,91.0
[20, 8],5651.174230079509,94.0
[20, 9],5676.402221840016,93.0
[20, 10],5694.838829823835,95.0
[20, 11],5715.759796575824,94.0
[20, 12],5739.367206320398,92.0
[20, 13],5746.1806651134875,93.0
[20, 14],5763.356790495493,92.0
[20, 15],5777.85282210098,88.0
[20, 16],5791.934400952365,87.0
[20, 17],5804.925058525534,85.0
[20, 18],5814.289205444666,81.0
[20, 19],5828.648414237534,80.0
[20, 20],5830.504116082083,76.0
[20, 21],5838.175216834336,74.0
[21, 0],5394.661478357101,62.0
[21, 1],5434.545701972427,64.0
[21, 2],5477.014166370987,71.0
[21, 3],5518.604254918505,78.0
[21, 4],5556.530941705597,80.0
[21, 5],5593.045951395156,82.0
[21, 6],5620.743041636275,85.0
[21, 7],5645.70408664444,88.0
[21, 8],5673.810730702106,88.0
[21, 9],5698.818070883512,89.0
[21, 10],5726.162707099601,87.0
[21, 11],5745.275794216542,88.0
[21, 12],5757.557084993043,91.0
[21, 13],5769.623859797634,90.0
[21, 14],5779.012098392587,88.0
[21, 15],5796.472571812804,88.0
[21, 16],5809.180622703798,83.0
[21, 17],5827.5085271625485,82.0
[21, 18],5840.879935254332,80.0
[21, 19],5843.292562801191,78.0
[21, 20],5855.221423582812,75.0
[21, 21],5861.256011973961,71.0
[22, 0],5399.7846413120715,54.0
[22, 1],5441.251088666105,62.0
[22, 2],5488.473459576141,67.0
[22, 3],5530.633768485768,71.0
[22, 4],5569.883302798373,77.0
[22, 5],5605.4784213118155,79.0
[22, 6],5636.254027213827,80.0
[22, 7],5661.764301666384,84.0
[22, 8],5686.897794228839,87.0
[22, 9],5715.592483983644,86.0
[22, 10],5740.8956570658065,86.0
[22, 11],5761.088257079533,87.0
[22, 12],5780.4517025467985,88.0
[22, 13],5790.785656784454,86.0
[22, 14],5799.319612650839,86.0
[22, 15],5814.503071361375,86.0
[22, 16],5825.838827467311,83.0
[22, 17],5845.591402621734,81.0
[22, 18],5852.424280439175,81.0
[22, 19],5860.942952155778,78.0
[22, 20],5866.597950709925,75.0
[22, 21],5873.752808112085,70.0
[23, 0],5411.767980719365,53.0
[23, 1],5453.425496597969,57.0
[23, 2],5494.887329445533,61.0
[23, 3],5535.2388880063245,70.0
[23, 4],5574.0085021377945,75.0
[23, 5],5612.174417520422,78.0
[23, 6],5649.559259329759,77.0
[23, 7],5675.803617026504,78.0
[23, 8],5700.226028209736,83.0
[23, 9],5729.39720603024,84.0
[23, 10],5753.6000005717615,85.0
[23, 11],5775.827051675368,86.0
[23, 12],5796.358051241539,85.0
[23, 13],5807.692999167632,84.0
[23, 14],5822.587799812734,81.0
[23, 15],5842.928342015572,80.0
[23, 16],5850.693845898126,78.0
[23, 17],5864.306364804297,79.0
[23, 18],5865.80864207217,77.0
[23, 19],5874.9564114901805,76.0
[23, 20],5887.004375135757,73.0
[23, 21],5889.156729954829,66.0
[24, 0],5416.66946859573,49.0
[24, 1],5458.354921889233,56.0
[24, 2],5501.158475639237,60.0
[24, 3],5538.621828896992,66.0
[24, 4],5577.359543442306,72.0
[24, 5],5622.240778889369,72.0
[24, 6],5658.498652928642,73.0
[24, 7],5690.081600826299,76.0
[24, 8],5713.026288253803,80.0
[24, 9],5737.505294738334,82.0
[24, 10],5763.537223255884,83.0
[24, 11],5787.883107704609,83.0
[24, 12],5811.394554392364,80.0
[24, 13],5823.846329668151,79.0
[24, 14],5838.482730524207,80.0
[24, 15],5857.39071262648,80.0
[24, 16],5871.5448486245505,77.0
[24, 17],5872.363741697688,78.0
[24, 18],5882.684713468091,75.0
[24, 19],5894.461846135326,72.0
[24, 20],5908.697989040892,67.0
[24, 21],5911.9011271295585,63.0
[25, 0],5420.344752479332,46.0
[25, 1],5462.171984265864,51.0
[25, 2],5506.548078248368,59.0
[25, 3],5552.391062261679,60.0
[25, 4],5589.479240887613,65.0
[25, 5],5625.499643440271,71.0
[25, 6],5659.276387868536,71.0
[25, 7],5693.554571411223,73.0
[25, 8],5723.5047125253805,76.0
[25, 9],5747.485996779131,79.0
[25, 10],5776.899123078356,80.0
[25, 11],5800.199282759711,80.0
[25, 12],5814.88994428307,78.0
[25, 13],5832.894157284558,77.0
[25, 14],5849.540466289347,78.0
[25, 15],5866.568771823098,78.0
[25, 16],5876.422627489952,77.0
[25, 17],5889.982083633207,74.0
[25, 18],5902.681557796635,71.0
[25, 19],5909.485113115752,69.0
[25, 20],5917.302889025501,65.0
[25, 21],5922.304126608908,60.0
[26, 0],5425.2798337156455,44.0
[26, 1],5479.969661116826,45.0
[26, 2],5518.338862592216,54.0
[26, 3],5555.854935267671,59.0
[26, 4],5592.212883240525,61.0
[26, 5],5627.034212757608,65.0
[26, 6],5669.160356615859,70.0
[26, 7],5708.538136886113,68.0
[26, 8],5737.9671149815185,69.0
[26, 9],5760.096482772269,73.0
[26, 10],5782.29697989596,75.0
[26, 11],5798.30098781103,76.0
[26, 12],5820.667994718475,76.0
[26, 13],5839.041322195884,75.0
[26, 14],5858.695917878564,73.0
[26, 15],5876.409375191932,71.0
[26, 16],5885.422519418916,70.0
[26, 17],5898.4798812689805,67.0
[26, 18],5909.804593910789,64.0
[26, 19],5917.741050872744,63.0
[26, 20],5928.38717535475,59.0
[26, 21],5927.6618500544555,57.0
[27, 0],5443.103431929172,42.0
[27, 1],5482.784572352066,44.0
[27, 2],5521.070152227112,47.0
[27, 3],5557.053380418518,54.0
[27, 4],5591.679241909638,57.0
[27, 5],5639.8888048106455,62.0
[27, 6],5681.171050618988,62.0
[27, 7],5713.983447755843,65.0
[27, 8],5744.285632576593,67.0
[27, 9],5771.397019819218,67.0
[27, 10],5789.535569489592,69.0
[27, 11],5804.151221284263,69.0
[27, 12],5823.776045061382,70.0
[27, 13],5846.2027814631,71.0
[27, 14],5862.697233287217,68.0
[27, 15],5879.369329210582,67.0
[27, 16],5892.794703174413,66.0
[27, 17],5904.964725546555,65.0
[27, 18],5916.050719830198,63.0
[27, 19],5926.254662666019,60.0
[27, 20],5933.436782029528,59.0
[27, 21],5941.1335803279035,54.0
grid_points, analysis_values, number_of_observations
[0, 0],5281.917644733532,47.0
[0, 1],5301.67936328136,47.0
[0, 2],5332.935675112335,49.0
[0, 3],5351.563479139878,51.0
[0, 4],5352.079679932798,54.0
[0, 5],5375.737421292895,55.0
[0, 6],5385.384659880772,58.0
[0, 7],5399.278819805408,58.0
[0, 8],5414.87024161177,59.0
[0, 9],5443.583244007408,57.0
[0, 10],5460.286022903572,59.0
[0, 11],5498.051723922283,57.0
[0, 12],5518.223429836355,55.0
[0, 13],5566.490913541842,51.0
[0, 14],5577.355577064693,52.0
[0, 15],5651.357558866934,50.0
[0, 16],5689.178728665662,50.0
[0, 17],5725.040624266112,47.0
[0, 18],5774.885636358173,45.0
[0, 19],5835.314607875247,42.0
[0, 20],5896.817223013379,39.0
[0, 21],5964.436165102175,36.0
[1, 0],5282.271436441013,48.0
[1, 1],5306.296326994307,49.0
[1, 2],5332.872130137668,53.0
[1, 3],5352.610617230991,54.0
[1, 4],5356.05609286166,57.0
[1, 5],5373.907066807833,58.0
[1, 6],5383.401854143391,62.0
[1, 7],5399.318900769433,61.0
[1, 8],5406.811660560137,61.0
[1, 9],5433.514646876232,61.0
[1, 10],5451.694289034687,60.0
[1, 11],5481.115946359198,60.0
[1, 12],5495.4707231257125,60.0
[1, 13],5522.727133413478,57.0
[1, 14],5569.360151147732,54.0
[1, 15],5598.257986650235,53.0
[1, 16],5629.491191626483,53.0
[1, 17],5663.886716003588,49.0
[1, 18],5717.029310558835,47.0
[1, 19],5759.629754781112,47.0
[1, 20],5811.531905497715,46.0
[1, 21],5878.608560068475,40.0
[2, 0],5275.517384353025,50.0
[2, 1],5304.579408013151,55.0
[2, 2],5322.53905034645,57.0
[2, 3],5348.129832723771,57.0
[2, 4],5355.049501868127,61.0
[2, 5],5364.513882368252,66.0
[2, 6],5381.642270555381,66.0
[2, 7],5397.256755674256,67.0
[2, 8],5398.595077919581,66.0
[2, 9],5424.921170462025,64.0
[2, 10],5445.383688925263,63.0
[2, 11],5456.20275565239,65.0
[2, 12],5480.562312420228,62.0
[2, 13],5492.268697265099,61.0
[2, 14],5529.934154195726,62.0
[2, 15],5551.685150886107,60.0
[2, 16],5579.3306809682545,58.0
[2, 17],5610.586219592107,58.0
[2, 18],5648.243669864052,54.0
[2, 19],5697.792363471861,51.0
[2, 20],5745.374284335121,50.0
[2, 21],5804.894119737844,47.0
[3, 0],5284.358068990976,57.0
[3, 1],5301.632525850282,59.0
[3, 2],5322.904596274747,60.0
[3, 3],5344.391168206699,64.0
[3, 4],5353.3661007191495,66.0
[3, 5],5359.739033554957,66.0
[3, 6],5374.741579567317,71.0
[3, 7],5393.855639241427,72.0
[3, 8],5414.185200449574,67.0
[3, 9],5421.586112788289,65.0
[3, 10],5426.097388937274,68.0
[3, 11],5443.001911630812,70.0
[3, 12],5462.646587140196,68.0
[3, 13],5479.2763163317395,67.0
[3, 14],5499.425353601495,67.0
[3, 15],5516.9784425526595,67.0
[3, 16],5538.25183337136,65.0
[3, 17],5570.292198626012,61.0
[3, 18],5598.8673840556,59.0
[3, 19],5637.53002310796,56.0
[3, 20],5684.0068758385605,54.0
[3, 21],5731.57882739036,53.0
[4, 0],5291.10560288926,58.0
[4, 1],5303.678284524569,59.0
[4, 2],5318.7134895136405,66.0
[4, 3],5341.555969464285,66.0
[4, 4],5347.4466969302175,70.0
[4, 5],5361.288630277344,76.0
[4, 6],5379.00402563892,75.0
[4, 7],5388.670028000988,73.0
[4, 8],5403.172310151953,73.0
[4, 9],5414.950886110952,75.0
[4, 10],5423.566343438784,73.0
[4, 11],5439.476338211534,73.0
[4, 12],5447.854454246881,71.0
[4, 13],5463.272747465533,69.0
[4, 14],5480.4235918979175,70.0
[4, 15],5501.117325669817,69.0
[4, 16],5516.9841905850735,66.0
[4, 17],5540.184110278948,65.0
[4, 18],5565.170036163014,63.0
[4, 19],5593.022383497118,62.0
[4, 20],5632.108438568954,57.0
[4, 21],5681.919282131959,54.0
[5, 0],5283.223462874719,59.0
[5, 1],5292.00697390934,62.0
[5, 2],5311.484513659652,68.0
[5, 3],5339.600302764731,70.0
[5, 4],5343.599966066255,77.0
[5, 5],5358.179295816892,77.0
[5, 6],5374.617697499652,79.0
[5, 7],5387.909918164447,75.0
[5, 8],5400.395384865354,79.0
[5, 9],5410.98386136023,77.0
[5, 10],5428.576631531481,76.0
[5, 11],5432.441109936648,77.0
[5, 12],5441.711276883813,77.0
[5, 13],5456.861438251766,75.0
[5, 14],5474.237960146977,74.0
[5, 15],5489.2047775347455,71.0
[5, 16],5503.739197276755,68.0
[5, 17],5525.079698051672,68.0
[5, 18],5543.4583182908755,65.0
[5, 19],5569.9651955785885,63.0
[5, 20],5598.952762908222,62.0
[5, 21],5642.318908164343,58.0
[6, 0],5278.172397944636,62.0
[6, 1],5288.712109533235,67.0
[6, 2],5306.820653832887,69.0
[6, 3],5329.841729887665,74.0
[6, 4],5335.6212647357315,78.0
[6, 5],5356.109997009211,83.0
[6, 6],5374.089393068713,82.0
[6, 7],5390.538700092349,86.0
[6, 8],5401.62167421857,83.0
[6, 9],5416.644438814917,84.0
[6, 10],5428.711376102362,84.0
[6, 11],5433.2211584379,83.0
[6, 12],5441.608979096131,79.0
[6, 13],5457.694868559749,78.0
[6, 14],5473.957401788316,76.0
[6, 15],5486.402140308529,73.0
[6, 16],5502.924230956405,72.0
[6, 17],5517.430858155456,70.0
[6, 18],5532.65663402071,67.0
[6, 19],5554.562347186855,65.0
[6, 20],5582.183674393051,64.0
[6, 21],5615.077809270097,60.0
[7, 0],5268.478633726734,67.0
[7, 1],5283.721642207271,69.0
[7, 2],5314.886668078278,76.0
[7, 3],5334.032103298519,79.0
[7, 4],5336.368378997146,84.0
[7, 5],5357.529563933835,85.0
[7, 6],5376.904473795008,85.0
[7, 7],5389.654178921088,87.0
[7, 8],5407.201284587488,88.0
[7, 9],5414.582599730917,87.0
[7, 10],5431.362069239876,86.0
[7, 11],5439.440218087226,87.0
[7, 12],5453.464113311668,85.0
[7, 13],5465.339266204871,82.0
[7, 14],5480.1232749062165,80.0
[7, 15],5492.119602654319,76.0
[7, 16],5506.357447144688,75.0
[7, 17],5521.669014159788,74.0
[7, 18],5533.851125246025,70.0
[7, 19],5551.578828677426,66.0
[7, 20],5575.140554841932,66.0
[7, 21],5600.813950824195,62.0
[8, 0],5271.489201734592,70.0
[8, 1],5294.543506120635,74.0
[8, 2],5315.997339848254,79.0
[8, 3],5334.9691713184875,85.0
[8, 4],5347.603964293976,88.0
[8, 5],5362.0860126425705,91.0
[8, 6],5381.717515318873,92.0
[8, 7],5395.752142434572,93.0
[8, 8],5409.812937728039,95.0
[8, 9],5424.425856875613,91.0
[8, 10],5437.28117082605,91.0
[8, 11],5449.089054838664,90.0
[8, 12],5467.529944013108,91.0
[8, 13],5481.69168777316,87.0
[8, 14],5492.230993252451,82.0
[8, 15],5507.544909886647,82.0
[8, 16],5517.743964628117,78.0
[8, 17],5531.145651316521,76.0
[8, 18],5542.173958216895,72.0
[8, 19],5560.802091048108,71.0
[8, 20],5576.415504029816,67.0
[8, 21],5602.42881646266,64.0
[9, 0],5263.474680384394,73.0
[9, 1],5289.97510413622,73.0
[9, 2],5314.066126445305,84.0
[9, 3],5336.994533842291,85.0
[9, 4],5359.538633543198,92.0
[9, 5],5365.291051205639,95.0
[9, 6],5387.655767368135,99.0
[9, 7],5404.223161898879,98.0
[9, 8],5419.739512673692,99.0
[9, 9],5435.424425127697,98.0
[9, 10],5455.583615759797,97.0
[9, 11],5464.641317866215,94.0
[9, 12],5478.075498230941,91.0
[9, 13],5498.440656268337,89.0
[9, 14],5512.475191047244,88.0
[9, 15],5526.553669324907,87.0
[9, 16],5540.719847419402,85.0
[9, 17],5550.986177308423,80.0
[9, 18],5552.6887247800005,74.0
[9, 19],5567.95605132399,72.0
[9, 20],5588.81528940882,68.0
[9, 21],5609.564682383555,65.0
[10, 0],5265.594563688139,74.0
[10, 1],5293.465624442406,80.0
[10, 2],5324.019957554421,87.0
[10, 3],5343.493814410729,91.0
[10, 4],5366.705525011665,96.0
[10, 5],5373.24383190699,98.0
[10, 6],5394.194247690948,101.0
[10, 7],5416.171360540107,104.0
[10, 8],5435.228715851422,103.0
[10, 9],5454.4485810093065,104.0
[10, 10],5474.181193160609,103.0
[10, 11],5482.83363074663,98.0
[10, 12],5498.94611929025,96.0
[10, 13],5516.010275478503,94.0
[10, 14],5529.913347899053,92.0
[10, 15],5542.852551098945,90.0
[10, 16],5557.721377854182,87.0
[10, 17],5569.891813322009,84.0
[10, 18],5580.398028639387,81.0
[10, 19],5596.818095397809,79.0
[10, 20],5616.338984777674,72.0
[10, 21],5617.779016857791,66.0
[11, 0],5276.130417073378,75.0
[11, 1],5303.890484916479,86.0
[11, 2],5332.880309044922,86.0
[11, 3],5351.042672689491,93.0
[11, 4],5377.247381514064,96.0
[11, 5],5396.190550380374,100.0
[11, 6],5407.761649853543,103.0
[11, 7],5429.191154043937,106.0
[11, 8],5450.355193244447,108.0
[11, 9],5468.360666696323,105.0
[11, 10],5485.009468645921,103.0
[11, 11],5501.3671660937025,103.0
[11, 12],5517.848454878905,98.0
[11, 13],5532.889355798881,96.0
[11, 14],5547.447910372028,96.0
[11, 15],5560.149037390221,91.0
[11, 16],5573.964399445087,89.0
[11, 17],5585.771529015783,86.0
[11, 18],5595.098710986074,82.0
[11, 19],5613.75833950577,79.0
[11, 20],5631.806626921919,78.0
[11, 21],5651.314779118871,70.0
[12, 0],5279.619832500855,78.0
[12, 1],5307.761763535165,84.0
[12, 2],5338.014217723032,88.0
[12, 3],5364.650731387632,93.0
[12, 4],5395.134778496898,96.0
[12, 5],5406.422987687367,104.0
[12, 6],5425.220690857053,107.0
[12, 7],5443.316580832841,108.0
[12, 8],5461.337251305836,106.0
[12, 9],5485.0040818105035,106.0
[12, 10],5502.926319390435,104.0
[12, 11],5516.739820512658,102.0
[12, 12],5533.132145367031,99.0
[12, 13],5548.196911397609,99.0
[12, 14],5576.959443363311,100.0
[12, 15],5584.90074800611,95.0
[12, 16],5601.09126501223,94.0
[12, 17],5612.978615952612,92.0
[12, 18],5627.780658282632,87.0
[12, 19],5639.4110098590445,84.0
[12, 20],5654.749098749882,80.0
[12, 21],5675.3666383699265,77.0
[13, 0],5285.019895445324,76.0
[13, 1],5322.186450832025,84.0
[13, 2],5345.549191339111,91.0
[13, 3],5377.668695787528,93.0
[13, 4],5404.013624996098,99.0
[13, 5],5426.74049147243,103.0
[13, 6],5442.188161199603,106.0
[13, 7],5456.266196521453,107.0
[13, 8],5480.120015540028,108.0
[13, 9],5498.867867346144,105.0
[13, 10],5518.722342568945,104.0
[13, 11],5538.9848044458895,102.0
[13, 12],5569.210769399766,104.0
[13, 13],5579.1490415267845,102.0
[13, 14],5594.975817044471,101.0
[13, 15],5607.212868610147,98.0
[13, 16],5615.223867525582,94.0
[13, 17],5633.627195569354,91.0
[13, 18],5644.308559763008,89.0
[13, 19],5659.571568857758,85.0
[13, 20],5675.704655659021,83.0
[13, 21],5690.207015337974,78.0
[14, 0],5292.728871722826,77.0
[14, 1],5332.493761259328,83.0
[14, 2],5359.448587633546,89.0
