grid_points, number_of_observations, analysis_value
[4, 10],73.0,5423.566343438784
[4, 11],73.0,5439.476338211534
[4, 12],71.0,5447.854454246881
[4, 13],69.0,5463.272747465533
[4, 14],70.0,5480.4235918979175
[4, 15],69.0,5501.117325669817
[4, 16],66.0,5516.9841905850735
[4, 17],65.0,5540.184110278948
[4, 18],63.0,5565.170036163014
[4, 19],62.0,5593.022383497118
[4, 20],57.0,5632.108438568954
[4, 21],54.0,5681.919282131959
[5, 0],59.0,5283.223462874719
[5, 1],62.0,5292.00697390934
[5, 2],68.0,5311.484513659652
[5, 3],70.0,5339.600302764731
[5, 4],77.0,5343.599966066255
[5, 5],77.0,5358.179295816892
[5, 6],79.0,5374.617697499652
[5, 7],75.0,5387.909918164447
[5, 8],79.0,5400.395384865354
[5, 9],77.0,5410.98386136023
[5, 10],76.0,5428.576631531481
[5, 11],77.0,5432.441109936648
[5, 12],77.0,5441.711276883813
[5, 13],75.0,5456.861438251766
[5, 14],74.0,5474.237960146977
[5, 15],71.0,5489.2047775347455
[5, 16],68.0,5503.739197276755
[5, 17],68.0,5525.079698051672
[5, 18],65.0,5543.4583182908755
[5, 19],63.0,5569.9651955785885
[5, 20],62.0,5598.952762908222
[5, 21],58.0,5642.318908164343
[6, 0],62.0,5278.172397944636
[6, 1],67.0,5288.712109533235
[6, 2],69.0,5306.820653832887
[6, 3],74.0,5329.841729887665
[6, 4],78.0,5335.6212647357315
[6, 5],83.0,5356.109997009211
[6, 6],82.0,5374.089393068713
[6, 7],86.0,5390.538700092349
[6, 8],83.0,5401.62167421857
[6, 9],84.0,5416.644438814917
[6, 10],84.0,5428.711376102362
[6, 11],83.0,5433.2211584379
[6, 12],79.0,5441.608979096131
[6, 13],78.0,5457.694868559749
[6, 14],76.0,5473.957401788316
[6, 15],73.0,5486.402140308529
[6, 16],72.0,5502.924230956405
[6, 17],70.0,5517.430858155456
[6, 18],67.0,5532.65663402071
[6, 19],65.0,5554.562347186855
[6, 20],64.0,5582.183674393051
[6, 21],60.0,5615.077809270097
[7, 0],67.0,5268.478633726734
[7, 1],69.0,5283.721642207271
[7, 2],76.0,5314.886668078278
[7, 3],79.0,5334.032103298519
[7, 4],84.0,5336.368378997146
[7, 5],85.0,5357.529563933835
[7, 6],85.0,5376.904473795008
[7, 7],87.0,5389.654178921088
[7, 8],88.0,5407.201284587488
[7, 9],87.0,5414.582599730917
[7, 10],86.0,5431.362069239876
[7, 11],87.0,5439.440218087226
[7, 12],85.0,5453.464113311668
[7, 13],82.0,5465.339266204871
[7, 14],80.0,5480.1232749062165
[7, 15],76.0,5492.119602654319
[7, 16],75.0,5506.357447144688
[7, 17],74.0,5521.669014159788
[7, 18],70.0,5533.851125246025
[7, 19],66.0,5551.578828677426
[7, 20],66.0,5575.140554841932
[7, 21],62.0,5600.813950824195
[8, 0],70.0,5271.489201734592
[8, 1],74.0,5294.543506120635
[8, 2],79.0,5315.997339848254
[8, 3],85.0,5334.9691713184875
[8, 4],88.0,5347.603964293976
[8, 5],91.0,5362.0860126425705
[8, 6],92.0,5381.717515318873
[8, 7],93.0,5395.752142434572
[8, 8],95.0,5409.812937728039
[8, 9],91.0,5424.425856875613
[8, 10],91.0,5437.28117082605
[8, 11],90.0,5449.089054838664
[8, 12],91.0,5467.529944013108
[8, 13],87.0,5481.69168777316
[8, 14],82.0,5492.230993252451
[8, 15],82.0,5507.544909886647
[8, 16],78.0,5517.743964628117
[8, 17],76.0,5531.145651316521
[8, 18],72.0,5542.173958216895
[8, 19],71.0,5560.802091048108
[8, 20],67.0,5576.415504029816
[8, 21],64.0,5602.42881646266
[9, 0],73.0,5263.474680384394
[9, 1],73.0,5289.97510413622
[9, 2],84.0,5314.066126445305
[9, 3],85.0,5336.994533842291
[9, 4],92.0,5359.538633543198
[9, 5],95.0,5365.291051205639
[9, 6],99.0,5387.655767368135
[9, 7],98.0,5404.223161898879
[9, 8],99.0,5419.739512673692
[9, 9],98.0,5435.424425127697
[9, 10],97.0,5455.583615759797
[9, 11],94.0,5464.641317866215
[9, 12],91.0,5478.075498230941
[9, 13],89.0,5498.440656268337
[9, 14],88.0,5512.475191047244
[9, 15],87.0,5526.553669324907
[9, 16],85.0,5540.719847419402
[9, 17],80.0,5550.986177308423
[9, 18],74.0,5552.6887247800005
[9, 19],72.0,5567.95605132399
[9, 20],68.0,5588.81528940882
[9, 21],65.0,5609.564682383555
[10, 0],74.0,5265.594563688139
[10, 1],80.0,5293.465624442406
[10, 2],87.0,5324.019957554421
[10, 3],91.0,5343.493814410729
[10, 4],96.0,5366.705525011665
[10, 5],98.0,5373.24383190699
[10, 6],101.0,5394.194247690948
[10, 7],104.0,5416.171360540107
[10, 8],103.0,5435.228715851422
[10, 9],104.0,5454.4485810093065
[10, 10],103.0,5474.181193160609
[10, 11],98.0,5482.83363074663
[10, 12],96.0,5498.94611929025
[10, 13],94.0,5516.010275478503
[10, 14],92.0,5529.913347899053
[10, 15],90.0,5542.852551098945
[10, 16],87.0,5557.721377854182
[10, 17],84.0,5569.891813322009
[10, 18],81.0,5580.398028639387
[10, 19],79.0,5596.818095397809
[10, 20],72.0,5616.338984777674
[10, 21],66.0,5617.779016857791
[11, 0],75.0,5276.130417073378
[11, 1],86.0,5303.890484916479
[11, 2],86.0,5332.880309044922
[11, 3],93.0,5351.042672689491
[11, 4],96.0,5377.247381514064
[11, 5],100.0,5396.190550380374
[11, 6],103.0,5407.761649853543
[11, 7],106.0,5429.191154043937
[11, 8],108.0,5450.355193244447
[11, 9],105.0,5468.360666696323
[11, 10],103.0,5485.009468645921
[11, 11],103.0,5501.3671660937025
[11, 12],98.0,5517.848454878905
[11, 13],96.0,5532.889355798881
[11, 14],96.0,5547.447910372028
[11, 15],91.0,5560.149037390221
[11, 16],89.0,5573.964399445087
[11, 17],86.0,5585.771529015783
[11, 18],82.0,5595.098710986074
[11, 19],79.0,5613.75833950577
[11, 20],78.0,5631.806626921919
[11, 21],70.0,5651.314779118871
[12, 0],78.0,5279.619832500855
[12, 1],84.0,5307.761763535165
[12, 2],88.0,5338.014217723032
[12, 3],93.0,5364.650731387632
[12, 4],96.0,5395.134778496898
[12, 5],104.0,5406.422987687367
[12, 6],107.0,5425.220690857053
[12, 7],108.0,5443.316580832841
[12, 8],106.0,5461.337251305836
[12, 9],106.0,5485.0040818105035
[12, 10],104.0,5502.926319390435
[12, 11],102.0,5516.739820512658
[12, 12],99.0,5533.132145367031
[12, 13],99.0,5548.196911397609
[12, 14],100.0,5576.959443363311
[12, 15],95.0,5584.90074800611
[12, 16],94.0,5601.09126501223
[12, 17],92.0,5612.978615952612
[12, 18],87.0,5627.780658282632
[12, 19],84.0,5639.4110098590445
[12, 20],80.0,5654.749098749882
[12, 21],77.0,5675.3666383699265
[13, 0],76.0,5285.019895445324
[13, 1],84.0,5322.186450832025
[13, 2],91.0,5345.549191339111
[13, 3],93.0,5377.668695787528
[13, 4],99.0,5404.013624996098
[13, 5],103.0,5426.74049147243
[13, 6],106.0,5442.188161199603
[13, 7],107.0,5456.266196521453
[13, 8],108.0,5480.120015540028
[13, 9],105.0,5498.867867346144
[13, 10],104.0,5518.722342568945
[13, 11],102.0,5538.9848044458895
[13, 12],104.0,5569.210769399766
[13, 13],102.0,5579.1490415267845
[13, 14],101.0,5594.975817044471
[13, 15],98.0,5607.212868610147
[13, 16],94.0,5615.223867525582
[13, 17],91.0,5633.627195569354
[13, 18],89.0,5644.308559763008
[13, 19],85.0,5659.571568857758
[13, 20],83.0,5675.704655659021
[13, 21],78.0,5690.207015337974
[14, 0],77.0,5292.728871722826
[14, 1],83.0,5332.493761259328
[14, 2],89.0,5359.448587633546
[14, 3],90.0,5391.765858397695
[14, 4],98.0,5422.1849290564205
[14, 5],101.0,5443.671801918805
[14, 6],105.0,5463.521716343361
[14, 7],106.0,5480.358196190804
[14, 8],107.0,5494.61356901532
[14, 9],107.0,5523.235214187694
[14, 10],107.0,5553.733098379641
[14, 11],104.0,5567.202211638654
[14, 12],104.0,5585.015360030107
[14, 13],104.0,5597.926035586886
[14, 14],100.0,5611.831210518203
[14, 15],97.0,5626.073494263672
[14, 16],94.0,5639.09601851974
[14, 17],91.0,5647.6975350961075
[14, 18],89.0,5664.812590433918
[14, 19],85.0,5676.246653355356
[14, 20],84.0,5691.92159582904
[14, 21],80.0,5710.064798268657
[15, 0],73.0,5311.714869741691
[15, 1],79.0,5350.379141557547
[15, 2],87.0,5374.454006530961
[15, 3],92.0,5412.98951602785
[15, 4],95.0,5437.843704762401
[15, 5],100.0,5461.161502651681
[15, 6],103.0,5479.141905928712
[15, 7],104.0,5500.915347181758
[15, 8],104.0,5535.644930506863
[15, 9],109.0,5551.411772812534
[15, 10],108.0,5571.779140967327
[15, 11],105.0,5585.1783588222615
[15, 12],105.0,5598.999515722706
[15, 13],102.0,5617.513778164743
[15, 14],101.0,5634.406140980163
[15, 15],96.0,5645.637867530813
[15, 16],93.0,5659.368673994056
[15, 17],92.0,5671.824417433435
[15, 18],90.0,5682.887719488366
[15, 19],86.0,5698.951068858473
[15, 20],82.0,5710.201272378763
[15, 21],79.0,5732.343191224958
[16, 0],73.0,5326.877837698541
[16, 1],77.0,5362.592983388067
[16, 2],84.0,5406.34984351901
[16, 3],88.0,5437.1638943379
[16, 4],90.0,5475.638628966042
[16, 5],96.0,5495.383736537444
[16, 6],100.0,5513.325454833723
[16, 7],104.0,5537.147656458332
[16, 8],106.0,5564.851095060929
[16, 9],106.0,5585.990092749979
[16, 10],105.0,5602.57637966585
[16, 11],105.0,5606.630551821728
[16, 12],103.0,5619.3306741309825
[16, 13],101.0,5638.8187269796135
[16, 14],98.0,5656.5713745675
[16, 15],96.0,5668.589864671305
[16, 16],94.0,5679.783005868062
[16, 17],91.0,5692.525943267918
[16, 18],87.0,5708.219044250594
[16, 19],85.0,5720.954486423916
[16, 20],81.0,5733.553901394173
[16, 21],78.0,5755.307071559558
[17, 0],72.0,5336.277200833323
[17, 1],75.0,5389.253249687983
[17, 2],84.0,5429.250848267551
[17, 3],86.0,5459.325954642589
[17, 4],89.0,5496.663274207995
[17, 5],89.0,5526.363142856155
[17, 6],96.0,5547.319577818934
[17, 7],102.0,5566.065408609397
[17, 8],103.0,5587.553528912049
[17, 9],102.0,5608.184179733211
[17, 10],101.0,5630.012735809193
[17, 11],100.0,5646.137649459906
[17, 12],101.0,5657.048662983319
[17, 13],97.0,5676.114668799838
[17, 14],95.0,5685.89738707359
[17, 15],93.0,5698.053691981306
[17, 16],93.0,5713.385388633672
[17, 17],88.0,5721.887547113825
[17, 18],88.0,5736.69343194746
[17, 19],83.0,5747.581496234305
[17, 20],81.0,5760.514960383095
[17, 21],78.0,5772.750356930363
[18, 0],67.0,5364.480558112522
[18, 1],75.0,5409.210089977919
[18, 2],80.0,5443.677560759448
[18, 3],84.0,5478.455373574023
[18, 4],86.0,5510.948173719478
[18, 5],90.0,5547.659366356864
[18, 6],96.0,5569.236327635927
[18, 7],97.0,5592.858225632949
[18, 8],98.0,5612.324014001993
[18, 9],100.0,5630.671274705644
[18, 10],99.0,5653.981674234955
[18, 11],98.0,5674.277510294794
[18, 12],98.0,5686.007799639972
[18, 13],97.0,5699.3707105008225
[18, 14],95.0,5714.7926660184985
[18, 15],95.0,5724.613298494054
[18, 16],91.0,5733.814499441587
[18, 17],88.0,5741.364039516795
[18, 18],87.0,5757.227927236714
[18, 19],84.0,5769.111543462218
[18, 20],81.0,5780.263781101707
[18, 21],76.0,5794.821139633777
[19, 0],64.0,5375.692223306053
[19, 1],73.0,5421.176068789036
[19, 2],76.0,5456.858908176697
[19, 3],80.0,5496.064738742491
[19, 4],84.0,5532.364136268062
[19, 5],86.0,5565.102465773153
[19, 6],94.0,5584.901090104728
[19, 7],95.0,5610.080877296158
[19, 8],96.0,5634.079341392893
[19, 9],97.0,5653.504564554971
[19, 10],98.0,5673.930423907032
[19, 11],96.0,5695.392516204272
[19, 12],96.0,5710.802092983988
[19, 13],96.0,5722.278071769111
[19, 14],94.0,5739.854642257775
[19, 15],92.0,5753.532864047751
[19, 16],89.0,5765.819785609558
[19, 17],87.0,5774.551743799002
[19, 18],83.0,5785.6141054897835
[19, 19],82.0,5799.559797694045
[19, 20],78.0,5810.635453049231
[19, 21],76.0,5811.373212714615
[20, 0],62.0,5384.324967979222
[20, 1],68.0,5426.591523854129
[20, 2],76.0,5465.2883834930935
[20, 3],79.0,5505.631188667319
[20, 4],81.0,5545.916885330314
[20, 5],85.0,5582.362266230341
[20, 6],89.0,5604.913963515521
[20, 7],91.0,5628.8004392334215
[20, 8],94.0,5651.174230079509
[20, 9],93.0,5676.402221840016
[20, 10],95.0,5694.838829823835
[20, 11],94.0,5715.759796575824
[20, 12],92.0,5739.367206320398
[20, 13],93.0,5746.1806651134875
[20, 14],92.0,5763.356790495493
[20, 15],88.0,5777.85282210098
[20, 16],87.0,5791.934400952365
[20, 17],85.0,5804.925058525534
[20, 18],81.0,5814.289205444666
[20, 19],80.0,5828.648414237534
[20, 20],76.0,5830.504116082083
[20, 21],74.0,5838.175216834336
[21, 0],62.0,5394.661478357101
[21, 1],64.0,5434.545701972427
[21, 2],71.0,5477.014166370987
[21, 3],78.0,5518.604254918505
[21, 4],80.0,5556.530941705597
[21, 5],82.0,5593.045951395156
[21, 6],85.0,5620.743041636275
[21, 7],88.0,5645.70408664444
[21, 8],88.0,5673.810730702106
[21, 9],89.0,5698.818070883512
[21, 10],87.0,5726.162707099601
[21, 11],88.0,5745.275794216542
[21, 12],91.0,5757.557084993043
[21, 13],90.0,5769.623859797634
[21, 14],88.0,5779.012098392587
[21, 15],88.0,5796.472571812804
[21, 16],83.0,5809.180622703798
[21, 17],82.0,5827.5085271625485
[21, 18],80.0,5840.879935254332
[21, 19],78.0,5843.292562801191
[21, 20],75.0,5855.221423582812
[21, 21],71.0,5861.256011973961
[22, 0],54.0,5399.7846413120715
[22, 1],62.0,5441.251088666105
[22, 2],67.0,5488.473459576141
[22, 3],71.0,5530.633768485768
[22, 4],77.0,5569.883302798373
[22, 5],79.0,5605.4784213118155
[22, 6],80.0,5636.254027213827
[22, 7],84.0,5661.764301666384
[22, 8],87.0,5686.897794228839
[22, 9],86.0,5715.592483983644
[22, 10],86.0,5740.8956570658065
[22, 11],87.0,5761.088257079533
[22, 12],88.0,5780.4517025467985
[22, 13],86.0,5790.785656784454
[22, 14],86.0,5799.319612650839
[22, 15],86.0,5814.503071361375
[22, 16],83.0,5825.838827467311
[22, 17],81.0,5845.591402621734
[22, 18],81.0,5852.424280439175
[22, 19],78.0,5860.942952155778
[22, 20],75.0,5866.597950709925
[22, 21],70.0,5873.752808112085
[23, 0],53.0,5411.767980719365
[23, 1],57.0,5453.425496597969
[23, 2],61.0,5494.887329445533
[23, 3],70.0,5535.2388880063245
[23, 4],75.0,5574.0085021377945
[23, 5],78.0,5612.174417520422
[23, 6],77.0,5649.559259329759
[23, 7],78.0,5675.803617026504
[23, 8],83.0,5700.226028209736
[23, 9],84.0,5729.39720603024
[23, 10],85.0,5753.6000005717615
[23, 11],86.0,5775.827051675368
[23, 12],85.0,5796.358051241539
[23, 13],84.0,5807.692999167632
[23, 14],81.0,5822.587799812734
[23, 15],80.0,5842.928342015572
[23, 16],78.0,5850.693845898126
[23, 17],79.0,5864.306364804297
[23, 18],77.0,5865.80864207217
[23, 19],76.0,5874.9564114901805
[23, 20],73.0,5887.004375135757
[23, 21],66.0,5889.156729954829
[24, 0],49.0,5416.66946859573
[24, 1],56.0,5458.354921889233
[24, 2],60.0,5501.158475639237
[24, 3],66.0,5538.621828896992
[24, 4],72.0,5577.359543442306
[24, 5],72.0,5622.240778889369
[24, 6],73.0,5658.498652928642
[24, 7],76.0,5690.081600826299
[24, 8],80.0,5713.026288253803
[24, 9],82.0,5737.505294738334
[24, 10],83.0,5763.537223255884
[24, 11],83.0,5787.883107704609
[24, 12],80.0,5811.394554392364
[24, 13],79.0,5823.846329668151
[24, 14],80.0,5838.482730524207
[24, 15],80.0,5857.39071262648
[24, 16],77.0,5871.5448486245505
[24, 17],78.0,5872.363741697688
[24, 18],75.0,5882.684713468091
[24, 19],72.0,5894.461846135326
[24, 20],67.0,5908.697989040892
[24, 21],63.0,5911.9011271295585
[25, 0],46.0,5420.344752479332
[25, 1],51.0,5462.171984265864
[25, 2],59.0,5506.548078248368
[25, 3],60.0,5552.391062261679
[25, 4],65.0,5589.479240887613
[25, 5],71.0,5625.499643440271
[25, 6],71.0,5659.276387868536
[25, 7],73.0,5693.554571411223
[25, 8],76.0,5723.5047125253805
[25, 9],79.0,5747.485996779131
[25, 10],80.0,5776.899123078356
[25, 11],80.0,5800.199282759711
[25, 12],78.0,5814.88994428307
[25, 13],77.0,5832.894157284558
[25, 14],78.0,5849.540466289347
[25, 15],78.0,5866.568771823098
[25, 16],77.0,5876.422627489952
[25, 17],74.0,5889.982083633207
[25, 18],71.0,5902.681557796635
[25, 19],69.0,5909.485113115752
[25, 20],65.0,5917.302889025501
[25, 21],60.0,5922.304126608908
[26, 0],44.0,5425.2798337156455
[26, 1],45.0,5479.969661116826
[26, 2],54.0,5518.338862592216
[26, 3],59.0,5555.854935267671
[26, 4],61.0,5592.212883240525
[26, 5],65.0,5627.034212757608
[26, 6],70.0,5669.160356615859
[26, 7],68.0,5708.538136886113
[26, 8],69.0,5737.9671149815185
[26, 9],73.0,5760.096482772269
[26, 10],75.0,5782.29697989596
[26, 11],76.0,5798.30098781103
[26, 12],76.0,5820.667994718475
[26, 13],75.0,5839.041322195884
[26, 14],73.0,5858.695917878564
[26, 15],71.0,5876.409375191932
[26, 16],70.0,5885.422519418916
[26, 17],67.0,5898.4798812689805
[26, 18],64.0,5909.804593910789
[26, 19],63.0,5917.741050872744
[26, 20],59.0,5928.38717535475
[26, 21],57.0,5927.6618500544555
[27, 0],42.0,5443.103431929172
[27, 1],44.0,5482.784572352066
[27, 2],47.0,5521.070152227112
[27, 3],54.0,5557.053380418518
[27, 4],57.0,5591.679241909638
[27, 5],62.0,5639.8888048106455
[27, 6],62.0,5681.171050618988
[27, 7],65.0,5713.983447755843
[27, 8],67.0,5744.285632576593
[27, 9],67.0,5771.397019819218
[27, 10],69.0,5789.535569489592
[27, 11],69.0,5804.151221284263
[27, 12],70.0,5823.776045061382
[27, 13],71.0,5846.2027814631
[27, 14],68.0,5862.697233287217
[27, 15],67.0,5879.369329210582
[27, 16],66.0,5892.794703174413
[27, 17],65.0,5904.964725546555
[27, 18],63.0,5916.050719830198
[27, 19],60.0,5926.254662666019
[27, 20],59.0,5933.436782029528
[27, 21],54.0,5941.1335803279035
grid_points, analysis_values, number_of_observations
[0, 0],5281.917644733532,47.0
[0, 1],5301.67936328136,47.0
[0, 2],5332.935675112335,49.0
[0, 3],5351.563479139878,51.0
[0, 4],5352.079679932798,54.0
[0, 5],5375.737421292895,55.0
[0, 6],5385.384659880772,58.0
[0, 7],5399.278819805408,58.0
[0, 8],5414.87024161177,59.0
[0, 9],5443.583244007408,57.0
[0, 10],5460.286022903572,59.0
[0, 11],5498.051723922283,57.0
[0, 12],5518.223429836355,55.0
[0, 13],5566.490913541842,51.0
[0, 14],5577.355577064693,52.0
[0, 15],5651.357558866934,50.0
[0, 16],5689.178728665662,50.0
[0, 17],5725.040624266112,47.0
[0, 18],5774.885636358173,45.0
[0, 19],5835.314607875247,42.0
[0, 20],5896.817223013379,39.0
[0, 21],5964.436165102175,36.0
[1, 0],5282.271436441013,48.0
[1, 1],5306.296326994307,49.0
[1, 2],5332.872130137668,53.0
[1, 3],5352.610617230991,54.0
[1, 4],5356.05609286166,57.0
[1, 5],5373.907066807833,58.0
[1, 6],5383.401854143391,62.0
[1, 7],5399.318900769433,61.0
[1, 8],5406.811660560137,61.0
[1, 9],5433.514646876232,61.0
[1, 10],5451.694289034687,60.0
[1, 11],5481.115946359198,60.0
[1, 12],5495.4707231257125,60.0
[1, 13],5522.727133413478,57.0
[1, 14],5569.360151147732,54.0
[1, 15],5598.257986650235,53.0
[1, 16],5629.491191626483,53.0
[1, 17],5663.886716003588,49.0
[1, 18],5717.029310558835,47.0
[1, 19],5759.629754781112,47.0
[1, 20],5811.531905497715,46.0
[1, 21],5878.608560068475,40.0
[2, 0],5275.517384353025,50.0
[2, 1],5304.579408013151,55.0
[2, 2],5322.53905034645,57.0
[2, 3],5348.129832723771,57.0
[2, 4],5355.049501868127,61.0
[2, 5],5364.513882368252,66.0
[2, 6],5381.642270555381,66.0
[2, 7],5397.256755674256,67.0
[2, 8],5398.595077919581,66.0
[2, 9],5424.921170462025,64.0
[2, 10],5445.383688925263,63.0
[2, 11],5456.20275565239,65.0
[2, 12],5480.562312420228,62.0
[2, 13],5492.268697265099,61.0
[2, 14],5529.934154195726,62.0
[2, 15],5551.685150886107,60.0
[2, 16],5579.3306809682545,58.0
[2, 17],5610.586219592107,58.0
[2, 18],5648.243669864052,54.0
[2, 19],5697.792363471861,51.0
[2, 20],5745.374284335121,50.0
[2, 21],5804.894119737844,47.0
[3, 0],5284.358068990976,57.0
[3, 1],5301.632525850282,59.0
[3, 2],5322.904596274747,60.0
[3, 3],5344.391168206699,64.0
[3, 4],5353.3661007191495,66.0
[3, 5],5359.739033554957,66.0
[3, 6],5374.741579567317,71.0
[3, 7],5393.855639241427,72.0
[3, 8],5414.185200449574,67.0
[3, 9],5421.586112788289,65.0
[3, 10],5426.097388937274,68.0
[3, 11],5443.001911630812,70.0
[3, 12],5462.646587140196,68.0
[3, 13],5479.2763163317395,67.0
[3, 14],5499.425353601495,67.0
[3, 15],5516.9784425526595,67.0
[3, 16],5538.25183337136,65.0
[3, 17],5570.292198626012,61.0
[3, 18],5598.8673840556,59.0
[3, 19],5637.53002310796,56.0
[3, 20],5684.0068758385605,54.0
[3, 21],5731.57882739036,53.0
[4, 0],5291.10560288926,58.0
[4, 1],5303.678284524569,59.0
[4, 2],5318.7134895136405,66.0
[4, 3],5341.555969464285,66.0
[4, 4],5347.4466969302175,70.0
[4, 5],5361.288630277344,76.0
[4, 6],5379.00402563892,75.0
[4, 7],5388.670028000988,73.0
[4, 8],5403.172310151953,73.0
[4, 9],5414.950886110952,75.0
[4, 10],5423.566343438784,73.0
[4, 11],5439.476338211534,73.0
[4, 12],5447.854454246881,71.0
[4, 13],5463.272747465533,69.0
[4, 14],5480.4235918979175,70.0
[4, 15],5501.117325669817,69.0
[4, 16],5516.9841905850735,66.0
[4, 17],5540.184110278948,65.0
[4, 18],5565.170036163014,63.0
[4, 19],5593.022383497118,62.0
[4, 20],5632.108438568954,57.0
[4, 21],5681.919282131959,54.0
[5, 0],5283.223462874719,59.0
[5, 1],5292.00697390934,62.0
[5, 2],5311.484513659652,68.0
[5, 3],5339.600302764731,70.0
[5, 4],5343.599966066255,77.0
[5, 5],5358.179295816892,77.0
[5, 6],5374.617697499652,79.0
[5, 7],5387.909918164447,75.0
[5, 8],5400.395384865354,79.0
[5, 9],5410.98386136023,77.0
[5, 10],5428.576631531481,76.0
[5, 11],5432.441109936648,77.0
[5, 12],5441.711276883813,77.0
[5, 13],5456.861438251766,75.0
[5, 14],5474.237960146977,74.0
[5, 15],5489.2047775347455,71.0
[5, 16],5503.739197276755,68.0
[5, 17],5525.079698051672,68.0
[5, 18],5543.4583182908755,65.0
[5, 19],5569.9651955785885,63.0
[5, 20],5598.952762908222,62.0
[5, 21],5642.318908164343,58.0
[6, 0],5278.172397944636,62.0
[6, 1],5288.712109533235,67.0
[6, 2],5306.820653832887,69.0
[6, 3],5329.841729887665,74.0
[6, 4],5335.6212647357315,78.0
[6, 5],5356.109997009211,83.0
[6, 6],5374.089393068713,82.0
[6, 7],5390.538700092349,86.0
[6, 8],5401.62167421857,83.0
[6, 9],5416.644438814917,84.0
[6, 10],5428.711376102362,84.0
[6, 11],5433.2211584379,83.0
[6, 12],5441.608979096131,79.0
[6, 13],5457.694868559749,78.0
[6, 14],5473.957401788316,76.0
[6, 15],5486.402140308529,73.0
[6, 16],5502.924230956405,72.0
[6, 17],5517.430858155456,70.0
[6, 18],5532.65663402071,67.0
[6, 19],5554.562347186855,65.0
[6, 20],5582.183674393051,64.0
[6, 21],5615.077809270097,60.0
[7, 0],5268.478633726734,67.0
