observation_point, N, analysis_diff
observation_point, N, analysis_diff
observation_point, N, analysis_diff
observation_point, N, analysis_diff
0,2,-1.332860312260891
1,2,-2.1746845767320337
2,2,-3.9854415490826796
3,2,-15.429532434508474
4,2,5.2693538785033525
5,2,22.50649811004405
6,2,nan
7,2,75.06287524382515
8,2,55.208541010714725
9,2,73.58880136577864
10,2,nan
11,2,0.9421496373861373
12,2,65.59828255409775
13,2,0.40881759128023987
14,2,187.06746773510167
15,2,-6.196563440538739
16,2,0.7985992015464944
17,2,44.406175129125586
18,2,106.74452086361998
19,2,5.997549046387576
20,2,5.303088162021595
21,2,-1.339654039897141
22,2,119.62858082081857
23,2,-16.93103937622982
24,2,40.7331694150289
25,2,5.166182308000316
26,2,12.323801747299512
27,2,-0.15684882170808123
28,2,144.39508934613787
29,2,1.1629680713658672
30,2,157.18610682882172
31,2,-6.143145892696339
32,2,-1.301606932561299
33,2,25.608879951563722
34,2,72.6802260805498
35,2,-25.432928635175813
36,2,5.073396983138991
37,2,7.88767203698535
38,2,150.86144535885705
39,2,0.5880280643268634
40,2,-2.0549494676652102
41,2,-0.9062366353909965
42,2,0.9550759934309099
43,2,-41.126700880080534
44,2,181.68152981073672
45,2,6.542726856028821
46,2,1.6773396197540933
47,2,0.9436785956850144
48,2,233.89980602982268
49,2,-0.03154751342754025
50,2,2.4432879324349415
51,2,-38.82886328211225
52,2,-25.120773991189708
53,2,13.765203346204544
54,2,0.9883888201602531
55,2,-0.894187029422028
56,2,16.481507145402247
57,2,-1.070572932811956
58,2,-3.830991569922844
59,2,1.028648526697907
60,2,12.07538743151963
61,2,2.9793766272978246
62,2,41.03808354496232
63,2,1.8375447030484793
64,2,9.13082990152634
65,2,-0.5904358019852225
66,2,3.6578815790708177
67,2,2.695454929555126
68,2,-2.76514745896111
69,2,12.985296398533137
70,2,-2.544998978723015
71,2,3.6378680215020722
72,2,-5.083053745204779
73,2,-2.8501940289152117
74,2,5.426806886361192
75,2,6.483562047194027
76,2,nan
77,2,-3.7284367567108347
78,2,-3.5534292788743187
79,2,nan
80,2,nan
81,2,-3.0201802942101494
82,2,-1.961594368488477
83,2,-0.2772442741897976
84,2,10.040417480513497
85,2,-2.324891379307701
86,2,2.7481523367105183
87,2,-58.52588443350396
88,2,-8.309674931680092
89,2,-8.026753929441838
90,2,-2.939377462574157
91,2,-7.889614085710491
92,2,-4.825366290981037
93,2,-210.6480102624364
94,2,-31.411569444630004
95,2,11.50698681513677
96,2,3.8239619011219474
97,2,-2.6963422518201696
98,2,-4.553008427007626
99,2,-14.828387670087068
100,2,10.442021920004663
101,2,0.09147063534146582
102,2,-0.2180344827229419
103,2,146.36096818683382
104,2,1.1919157273960082
105,2,122.98676182849795
106,2,3.7740083549988412
107,2,-2.5833695131123022
108,2,-2.0359908917844223
109,2,5.296466117067212
110,2,-4.101394666146007
111,2,0.5193231878592997
112,2,-13.130155737523637
113,2,3.448346411178136
114,2,nan
115,2,1.9252403663067525
116,2,2.5616291678461494
117,2,-9.217094646575788
118,2,0.015878551054811396
119,2,-6.6114358637523765
120,2,4.503578855612432
121,2,nan
122,2,-2.8090490409495033
123,2,-3.787369706304162
124,2,-17.110504368879447
125,2,-3.6879496732599364
126,2,-2.074450200238971
127,2,3.0812670092082044
128,2,3.542152431085924
129,2,2.165857958477318
130,2,1.7585371012628457
131,2,66.24460326058579
132,2,2.228415687508459
133,2,7.178149466737523
134,2,-11.667793815387995
0,4,-1.4524267666120068
1,4,-1.7679101155536046
2,4,-5.777660723339068
3,4,-26.770741433881085
4,4,-0.05436078878756234
5,4,20.004633754570023
6,4,nan
7,4,75.53526432999843
8,4,52.18795245525598
9,4,71.90255843196064
10,4,nan
11,4,-0.24399186972186726
12,4,60.659947150251355
13,4,-0.25462261267966824
14,4,183.4258769134949
15,4,-7.558592031288754
16,4,1.2781887768896922
17,4,35.186394769748404
18,4,98.56324031372878
19,4,7.354645608338615
20,4,9.884218548343597
21,4,-8.77713212051458
22,4,113.8935903923948
23,4,-17.45217779876657
24,4,36.23020552426897
25,4,4.711720093106123
26,4,21.575989488064806
27,4,-3.200085897099598
28,4,136.97516178096248
29,4,1.442190862764619
30,4,149.16730610200193
31,4,-3.8087958199139393
32,4,-0.9971933448041455
33,4,31.149756263654126
34,4,65.83894541288646
35,4,-27.50371428098697
36,4,4.109505065332996
37,4,11.20481654435116
38,4,142.14253244726933
39,4,-0.41351514184952975
40,4,4.388501688607903
41,4,-0.9238942254651192
42,4,3.5209254557921668
43,4,-37.85263223297352
44,4,176.22390195759544
45,4,9.861915042361034
46,4,3.6449096312499023
47,4,-8.591518256806921
48,4,225.2424950996283
49,4,-0.9306625380868354
50,4,3.4652576393409618
51,4,-37.2742115602432
52,4,-27.923815723462212
53,4,12.080379445356812
54,4,-2.8974452991587896
55,4,-9.060605111011682
56,4,14.209950108700468
57,4,-5.683023299294291
58,4,-6.54880379487804
59,4,-5.540996422448188
60,4,18.248533279377625
61,4,1.811360036296719
62,4,35.279977175366184
63,4,3.5405160154678015
64,4,19.62509237683298
65,4,-17.450810528110196
66,4,-1.9093958631083296
67,4,2.525401690576473
68,4,-5.466851278196373
69,4,14.220562081600292
70,4,-3.334578333848185
71,4,5.091219933739012
72,4,-6.146114147094522
73,4,-3.0722297887268724
74,4,5.319544028142445
75,4,7.9021488121716175
76,4,nan
77,4,-5.754789638366674
78,4,-3.3172674770621597
79,4,nan
80,4,nan
81,4,-2.759922247018949
82,4,0.8547400945008121
83,4,-0.562694058505258
84,4,11.796024021692574
85,4,-2.6756153543692562
86,4,1.5482021957841425
87,4,-51.93512767747052
88,4,-8.01280196487187
89,4,-11.175111287936488
90,4,-1.5848093125068772
91,4,-7.593500335804492
92,4,-7.823039731886638
93,4,-203.19542885711508
94,4,-29.79427563340596
95,4,15.259801022748434
96,4,15.576955091391937
97,4,-3.4977114568609977
98,4,-2.164482055040935
99,4,-13.331763899316684
100,4,16.166633922695837
101,4,7.235692173083407
102,4,0.22210863564305328
103,4,137.42521425081577
104,4,5.905916214688659
105,4,114.81857273553578
106,4,10.064071481119754
107,4,-3.8746684708548855
108,4,-2.6401906310320555
109,4,7.93213745952562
110,4,-3.295305099248253
111,4,-1.012656837702707
112,4,-11.79448765741563
113,4,5.893890429396379
114,4,nan
115,4,0.46092253733149846
116,4,2.2309166953718886
117,4,-18.26321182641277
118,4,0.4761652214465357
119,4,-11.939566971177555
120,4,-0.17514628978733526
121,4,nan
122,4,0.002175929053009895
123,4,-6.344664506013032
124,4,-11.183957808622836
125,4,-20.60970661799547
126,4,-12.060729041770173
127,4,-11.347012465467742
128,4,6.437637753142553
129,4,8.575660979011445
130,4,2.410348666227037
131,4,65.21804533332943
132,4,-1.943247061776674
133,4,4.98101217677322
134,4,-13.823923796134295
0,10,-12.093332667769573
1,10,-1.2128032093951333
2,10,-6.38118133908938
3,10,-27.580104561270673
4,10,7.370893970179168
5,10,27.662036088715467
6,10,nan
7,10,78.95466795013363
8,10,61.063069832117435
9,10,74.02616456172836
10,10,nan
11,10,-0.7040377812027145
12,10,71.4968415684425
13,10,-0.8178525584198724
14,10,192.99596660189218
15,10,-5.556184347113231
16,10,0.4954469509957562
17,10,41.64101440998547
18,10,104.92352246896553
19,10,10.65517368325709
20,10,10.336102322287843
21,10,-9.1713688900536
22,10,117.74389151114065
23,10,-17.63903584057698
24,10,39.3557953487898
25,10,5.511706955870977
26,10,18.486849667815477
27,10,-4.324917427932633
28,10,141.7749323914486
29,10,2.3218293406080193
30,10,154.06767537711949
31,10,-6.137303902898566
32,10,-4.653545480272442
33,10,31.167908731080388
34,10,70.76778305493008
35,10,-26.80926666553023
36,10,3.0740412098093657
37,10,14.421901154168154
38,10,146.81419498046034
39,10,-4.796441460304777
40,10,5.7789869899525
41,10,-2.1310627392786046
42,10,3.3021248828681564
43,10,-36.143344123088355
44,10,180.0568679468097
45,10,7.97128448501735
46,10,5.771354943400183
47,10,-10.196701308857882
48,10,230.13621820001754
49,10,0.7970799359663943
50,10,1.0171566445478675
51,10,-35.81313603252056
52,10,-30.742832497902782
53,10,11.03843374054668
54,10,6.619433582562124
55,10,-8.678545233763543
56,10,13.02052682777321
57,10,2.1107797260756342
58,10,-7.045428006417751
59,10,-5.975644143698446
60,10,27.520027432804454
61,10,3.7480347237797105
62,10,39.96536440419641
63,10,4.892730865138219
64,10,20.817854505767173
65,10,-17.95883689843231
66,10,2.290087783809213
67,10,3.257583054589304
68,10,-7.5879018351897685
69,10,18.478034791492973
70,10,-2.2446533317715875
71,10,7.847672319417143
72,10,-5.520836506861997
73,10,-2.8116181161340137
74,10,5.207914519845872
75,10,14.021690762164326
76,10,nan
77,10,-5.103400069177951
78,10,0.3546819204602798
79,10,nan
80,10,nan
81,10,-0.8263688822107724
82,10,3.8784208193819723
83,10,-6.353516132551704
84,10,12.901539313445028
85,10,-9.217425881759482
86,10,-0.02271687240954634
87,10,-49.45600992238451
88,10,-7.930012854515553
89,10,-11.23588154679237
90,10,-2.654298995096724
91,10,-7.37851935238632
92,10,-10.147100800089902
93,10,-181.3461193992498
94,10,-28.198299674057125
95,10,12.812142370940819
96,10,14.162362453947935
97,10,-2.6268531391224315
98,10,-4.071366958094586
99,10,-12.890148550743106
100,10,20.36218142472717
101,10,12.536939245297617
102,10,1.6340899033730238
103,10,141.7910634125219
104,10,4.242197492088053
105,10,119.0955764801156
106,10,15.526199122057733
107,10,-5.692648183080564
108,10,-1.0967177172151423
109,10,8.357921586140947
110,10,-5.84960746158049
111,10,-2.6666224793689253
112,10,-16.748306993907136
113,10,4.860150514067755
114,10,nan
115,10,-0.8379738840258142
116,10,6.542114732160371
117,10,-15.900949202201446
118,10,1.392875908419228
119,10,-12.90412371390903
120,10,-2.693732146041839
121,10,nan
122,10,-0.5634758566884557
123,10,-5.842319169449183
124,10,-13.774082543226541
125,10,-21.046615491319244
126,10,-11.995843711999441
127,10,-16.13764234673181
128,10,6.869176078311284
129,10,9.31562226376991
130,10,3.040181194748584
131,10,55.29788061166073
132,10,2.354868846948193
133,10,8.159008615548373
134,10,-9.551844111689206
observation_point, N, analysis_diff
0,2,-1.332860312260891
1,2,-2.1746845767320337
2,2,-3.9854415490826796
3,2,-15.429532434508474
4,2,5.2693538785033525
5,2,22.50649811004405
6,2,nan
7,2,75.06287524382515
8,2,55.208541010714725
9,2,73.58880136577864
10,2,nan
11,2,0.9421496373861373
12,2,65.59828255409775
13,2,0.40881759128023987
14,2,187.06746773510167
15,2,-6.196563440538739
16,2,0.7985992015464944
17,2,44.406175129125586
18,2,106.74452086361998
19,2,5.997549046387576
20,2,5.303088162021595
21,2,-1.339654039897141
22,2,119.62858082081857
23,2,-16.93103937622982
24,2,40.7331694150289
25,2,5.166182308000316
26,2,12.323801747299512
27,2,-0.15684882170808123
28,2,144.39508934613787
29,2,1.1629680713658672
30,2,157.18610682882172
31,2,-6.143145892696339
32,2,-1.301606932561299
33,2,25.608879951563722
34,2,72.6802260805498
35,2,-25.432928635175813
36,2,5.073396983138991
37,2,7.88767203698535
38,2,150.86144535885705
39,2,0.5880280643268634
40,2,-2.0549494676652102
41,2,-0.9062366353909965
42,2,0.9550759934309099
43,2,-41.126700880080534
44,2,181.68152981073672
45,2,6.542726856028821
46,2,1.6773396197540933
47,2,0.9436785956850144
48,2,233.89980602982268
49,2,-0.03154751342754025
50,2,2.4432879324349415
51,2,-38.82886328211225
52,2,-25.120773991189708
53,2,13.765203346204544
54,2,0.9883888201602531
55,2,-0.894187029422028
56,2,16.481507145402247
57,2,-1.070572932811956
58,2,-3.830991569922844
59,2,1.028648526697907
60,2,12.07538743151963
61,2,2.9793766272978246
62,2,41.03808354496232
63,2,1.8375447030484793
64,2,9.13082990152634
65,2,-0.5904358019852225
66,2,3.6578815790708177
67,2,2.695454929555126
68,2,-2.76514745896111
69,2,12.985296398533137
70,2,-2.544998978723015
71,2,3.6378680215020722
72,2,-5.083053745204779
73,2,-2.8501940289152117
74,2,5.426806886361192
75,2,6.483562047194027
76,2,nan
77,2,-3.7284367567108347
78,2,-3.5534292788743187
79,2,nan
80,2,nan
81,2,-3.0201802942101494
82,2,-1.961594368488477
83,2,-0.2772442741897976
84,2,10.040417480513497
85,2,-2.324891379307701
86,2,2.7481523367105183
87,2,-58.52588443350396
88,2,-8.309674931680092
89,2,-8.026753929441838
90,2,-2.939377462574157
91,2,-7.889614085710491
92,2,-4.825366290981037
93,2,-210.6480102624364
94,2,-31.411569444630004
95,2,11.50698681513677
96,2,3.8239619011219474
97,2,-2.6963422518201696
98,2,-4.553008427007626
99,2,-14.828387670087068
100,2,10.442021920004663
101,2,0.09147063534146582
102,2,-0.2180344827229419
103,2,146.36096818683382
104,2,1.1919157273960082
105,2,122.98676182849795
106,2,3.7740083549988412
107,2,-2.5833695131123022
108,2,-2.0359908917844223
109,2,5.296466117067212
110,2,-4.101394666146007
111,2,0.5193231878592997
112,2,-13.130155737523637
113,2,3.448346411178136
114,2,nan
115,2,1.9252403663067525
116,2,2.5616291678461494
117,2,-9.217094646575788
118,2,0.015878551054811396
119,2,-6.6114358637523765
120,2,4.503578855612432
121,2,nan
122,2,-2.8090490409495033
123,2,-3.787369706304162
124,2,-17.110504368879447
125,2,-3.6879496732599364
126,2,-2.074450200238971
127,2,3.0812670092082044
128,2,3.542152431085924
129,2,2.165857958477318
130,2,1.7585371012628457
131,2,66.24460326058579
132,2,2.228415687508459
133,2,7.178149466737523
134,2,-11.667793815387995
0,4,-1.4524267666120068
1,4,-1.7679101155536046
2,4,-5.777660723339068
3,4,-26.770741433881085
4,4,-0.05436078878756234
5,4,20.004633754570023
6,4,nan
7,4,75.53526432999843
8,4,52.18795245525598
9,4,71.90255843196064
10,4,nan
11,4,-0.24399186972186726
12,4,60.659947150251355
13,4,-0.25462261267966824
14,4,183.4258769134949
15,4,-7.558592031288754
16,4,1.2781887768896922
17,4,35.186394769748404
18,4,98.56324031372878
19,4,7.354645608338615
20,4,9.884218548343597
21,4,-8.77713212051458
22,4,113.8935903923948
23,4,-17.45217779876657
24,4,36.23020552426897
25,4,4.711720093106123
26,4,21.575989488064806
27,4,-3.200085897099598
28,4,136.97516178096248
29,4,1.442190862764619
30,4,149.16730610200193
31,4,-3.8087958199139393
32,4,-0.9971933448041455
33,4,31.149756263654126
34,4,65.83894541288646
35,4,-27.50371428098697
36,4,4.109505065332996
37,4,11.20481654435116
38,4,142.14253244726933
39,4,-0.41351514184952975
40,4,4.388501688607903
41,4,-0.9238942254651192
42,4,3.5209254557921668
43,4,-37.85263223297352
44,4,176.22390195759544
45,4,9.861915042361034
46,4,3.6449096312499023
47,4,-8.591518256806921
48,4,225.2424950996283
49,4,-0.9306625380868354
50,4,3.4652576393409618
51,4,-37.2742115602432
52,4,-27.923815723462212
53,4,12.080379445356812
54,4,-2.8974452991587896
55,4,-9.060605111011682
56,4,14.209950108700468
57,4,-5.683023299294291
58,4,-6.54880379487804
59,4,-5.540996422448188
60,4,18.248533279377625
61,4,1.811360036296719
62,4,35.279977175366184
63,4,3.5405160154678015
64,4,19.62509237683298
65,4,-17.450810528110196
66,4,-1.9093958631083296
67,4,2.525401690576473
68,4,-5.466851278196373
69,4,14.220562081600292
70,4,-3.334578333848185
71,4,5.091219933739012
72,4,-6.146114147094522
73,4,-3.0722297887268724
74,4,5.319544028142445
75,4,7.9021488121716175
76,4,nan
77,4,-5.754789638366674
78,4,-3.3172674770621597
79,4,nan
80,4,nan
81,4,-2.759922247018949
82,4,0.8547400945008121
83,4,-0.562694058505258
84,4,11.796024021692574
85,4,-2.6756153543692562
86,4,1.5482021957841425
87,4,-51.93512767747052
88,4,-8.01280196487187
89,4,-11.175111287936488
90,4,-1.5848093125068772
91,4,-7.593500335804492
92,4,-7.823039731886638
93,4,-203.19542885711508
94,4,-29.79427563340596
95,4,15.259801022748434
96,4,15.576955091391937
97,4,-3.4977114568609977
98,4,-2.164482055040935
99,4,-13.331763899316684
100,4,16.166633922695837
101,4,7.235692173083407
102,4,0.22210863564305328
103,4,137.42521425081577
104,4,5.905916214688659
105,4,114.81857273553578
106,4,10.064071481119754
107,4,-3.8746684708548855
108,4,-2.6401906310320555
109,4,7.93213745952562
110,4,-3.295305099248253
111,4,-1.012656837702707
112,4,-11.79448765741563
113,4,5.893890429396379
114,4,nan
115,4,0.46092253733149846
116,4,2.2309166953718886
117,4,-18.26321182641277
118,4,0.4761652214465357
119,4,-11.939566971177555
120,4,-0.17514628978733526
121,4,nan
122,4,0.002175929053009895
123,4,-6.344664506013032
124,4,-11.183957808622836
125,4,-20.60970661799547
126,4,-12.060729041770173
127,4,-11.347012465467742
128,4,6.437637753142553
129,4,8.575660979011445
130,4,2.410348666227037
131,4,65.21804533332943
132,4,-1.943247061776674
133,4,4.98101217677322
134,4,-13.823923796134295
0,10,-12.093332667769573
1,10,-1.2128032093951333
2,10,-6.38118133908938
3,10,-27.580104561270673
4,10,7.370893970179168
5,10,27.662036088715467
6,10,nan
7,10,78.95466795013363
8,10,61.063069832117435
9,10,74.02616456172836
10,10,nan
11,10,-0.7040377812027145
12,10,71.4968415684425
13,10,-0.8178525584198724
14,10,192.99596660189218
15,10,-5.556184347113231
16,10,0.4954469509957562
17,10,41.64101440998547
18,10,104.92352246896553
19,10,10.65517368325709
20,10,10.336102322287843
21,10,-9.1713688900536
22,10,117.74389151114065
23,10,-17.63903584057698
24,10,39.3557953487898
25,10,5.511706955870977
26,10,18.486849667815477
27,10,-4.324917427932633
28,10,141.7749323914486
29,10,2.3218293406080193
30,10,154.06767537711949
31,10,-6.137303902898566
32,10,-4.653545480272442
33,10,31.167908731080388
34,10,70.76778305493008
35,10,-26.80926666553023
36,10,3.0740412098093657
37,10,14.421901154168154
38,10,146.81419498046034
39,10,-4.796441460304777
40,10,5.7789869899525
41,10,-2.1310627392786046
42,10,3.3021248828681564
43,10,-36.143344123088355
44,10,180.0568679468097
45,10,7.97128448501735
46,10,5.771354943400183
47,10,-10.196701308857882
48,10,230.13621820001754
49,10,0.7970799359663943
50,10,1.0171566445478675
51,10,-35.81313603252056
52,10,-30.742832497902782
53,10,11.03843374054668
54,10,6.619433582562124
55,10,-8.678545233763543
56,10,13.02052682777321
57,10,2.1107797260756342
58,10,-7.045428006417751
59,10,-5.975644143698446
60,10,27.520027432804454
61,10,3.7480347237797105
62,10,39.96536440419641
63,10,4.892730865138219
64,10,20.817854505767173
65,10,-17.95883689843231
66,10,2.290087783809213
67,10,3.257583054589304
68,10,-7.5879018351897685
69,10,18.478034791492973
70,10,-2.2446533317715875
71,10,7.847672319417143
72,10,-5.520836506861997
73,10,-2.8116181161340137
74,10,5.207914519845872
75,10,14.021690762164326
76,10,nan
77,10,-5.103400069177951
78,10,0.3546819204602798
79,10,nan
80,10,nan
81,10,-0.8263688822107724
82,10,3.8784208193819723
83,10,-6.353516132551704
84,10,12.901539313445028
85,10,-9.217425881759482
86,10,-0.02271687240954634
87,10,-49.45600992238451
88,10,-7.930012854515553
89,10,-11.23588154679237
90,10,-2.654298995096724
91,10,-7.37851935238632
92,10,-10.147100800089902
93,10,-181.3461193992498
94,10,-28.198299674057125
95,10,12.812142370940819
96,10,14.162362453947935
97,10,-2.6268531391224315
98,10,-4.071366958094586
99,10,-12.890148550743106
100,10,20.36218142472717
101,10,12.536939245297617
102,10,1.6340899033730238
103,10,141.7910634125219
104,10,4.242197492088053
105,10,119.0955764801156
106,10,15.526199122057733
107,10,-5.692648183080564
108,10,-1.0967177172151423
109,10,8.357921586140947
110,10,-5.84960746158049
111,10,-2.6666224793689253
112,10,-16.748306993907136
113,10,4.860150514067755
114,10,nan
115,10,-0.8379738840258142
116,10,6.542114732160371
117,10,-15.900949202201446
118,10,1.392875908419228
119,10,-12.90412371390903
120,10,-2.693732146041839
121,10,nan
122,10,-0.5634758566884557
123,10,-5.842319169449183
124,10,-13.774082543226541
125,10,-21.046615491319244
126,10,-11.995843711999441
127,10,-16.13764234673181
128,10,6.869176078311284
129,10,9.31562226376991
130,10,3.040181194748584
131,10,55.29788061166073
132,10,2.354868846948193
133,10,8.159008615548373
134,10,-9.551844111689206
observation_point, N, analysis_diff
0,2,-1.332860312260891
1,2,-2.1746845767320337
2,2,-3.9854415490826796
3,2,-15.429532434508474
4,2,5.2693538785033525
5,2,22.50649811004405
6,2,nan
7,2,75.06287524382515
8,2,55.208541010714725
9,2,73.58880136577864
10,2,nan
11,2,0.9421496373861373
12,2,65.59828255409775
13,2,0.40881759128023987
14,2,187.06746773510167
15,2,-6.196563440538739
16,2,0.7985992015464944
17,2,44.406175129125586
18,2,106.74452086361998
19,2,5.997549046387576
20,2,5.303088162021595
21,2,-1.339654039897141
22,2,119.62858082081857
23,2,-16.93103937622982
24,2,40.7331694150289
25,2,5.166182308000316
26,2,12.323801747299512
27,2,-0.15684882170808123
28,2,144.39508934613787
29,2,1.1629680713658672
30,2,157.18610682882172
31,2,-6.143145892696339
32,2,-1.301606932561299
33,2,25.608879951563722
34,2,72.6802260805498
35,2,-25.432928635175813
36,2,5.073396983138991
37,2,7.88767203698535
38,2,150.86144535885705
39,2,0.5880280643268634
40,2,-2.0549494676652102
41,2,-0.9062366353909965
42,2,0.9550759934309099
43,2,-41.126700880080534
44,2,181.68152981073672
45,2,6.542726856028821
46,2,1.6773396197540933
47,2,0.9436785956850144
48,2,233.89980602982268
49,2,-0.03154751342754025
50,2,2.4432879324349415
51,2,-38.82886328211225
52,2,-25.120773991189708
53,2,13.765203346204544
54,2,0.9883888201602531
55,2,-0.894187029422028
56,2,16.481507145402247
57,2,-1.070572932811956
58,2,-3.830991569922844
59,2,1.028648526697907
60,2,12.07538743151963
61,2,2.9793766272978246
62,2,41.03808354496232
63,2,1.8375447030484793
64,2,9.13082990152634
65,2,-0.5904358019852225
66,2,3.6578815790708177
67,2,2.695454929555126
68,2,-2.76514745896111
69,2,12.985296398533137
70,2,-2.544998978723015
71,2,3.6378680215020722
72,2,-5.083053745204779
73,2,-2.8501940289152117
74,2,5.426806886361192
75,2,6.483562047194027
76,2,nan
77,2,-3.7284367567108347
78,2,-3.5534292788743187
79,2,nan
80,2,nan
81,2,-3.0201802942101494
82,2,-1.961594368488477
83,2,-0.2772442741897976
84,2,10.040417480513497
85,2,-2.324891379307701
86,2,2.7481523367105183
87,2,-58.52588443350396
88,2,-8.309674931680092
89,2,-8.026753929441838
90,2,-2.939377462574157
91,2,-7.889614085710491
92,2,-4.825366290981037
93,2,-210.6480102624364
94,2,-31.411569444630004
95,2,11.50698681513677
96,2,3.8239619011219474
97,2,-2.6963422518201696
98,2,-4.553008427007626
99,2,-14.828387670087068
100,2,10.442021920004663
101,2,0.09147063534146582
102,2,-0.2180344827229419
103,2,146.36096818683382
104,2,1.1919157273960082
105,2,122.98676182849795
106,2,3.7740083549988412
107,2,-2.5833695131123022
108,2,-2.0359908917844223
109,2,5.296466117067212
110,2,-4.101394666146007
111,2,0.5193231878592997
112,2,-13.130155737523637
113,2,3.448346411178136
114,2,nan
115,2,1.9252403663067525
116,2,2.5616291678461494
117,2,-9.217094646575788
118,2,0.015878551054811396
119,2,-6.6114358637523765
120,2,4.503578855612432
121,2,nan
122,2,-2.8090490409495033
123,2,-3.787369706304162
124,2,-17.110504368879447
125,2,-3.6879496732599364
126,2,-2.074450200238971
127,2,3.0812670092082044
128,2,3.542152431085924
129,2,2.165857958477318
130,2,1.7585371012628457
131,2,66.24460326058579
132,2,2.228415687508459
133,2,7.178149466737523
134,2,-11.667793815387995
0,4,-1.4524267666120068
1,4,-1.7679101155536046
2,4,-5.777660723339068
3,4,-26.770741433881085
4,4,-0.05436078878756234
5,4,20.004633754570023
6,4,nan
7,4,75.53526432999843
8,4,52.18795245525598
9,4,71.90255843196064
10,4,nan
11,4,-0.24399186972186726
12,4,60.659947150251355
13,4,-0.25462261267966824
14,4,183.4258769134949
15,4,-7.558592031288754
16,4,1.2781887768896922
17,4,35.186394769748404
18,4,98.56324031372878
19,4,7.354645608338615
20,4,9.884218548343597
21,4,-8.77713212051458
22,4,113.8935903923948
23,4,-17.45217779876657
24,4,36.23020552426897
25,4,4.711720093106123
26,4,21.575989488064806
27,4,-3.200085897099598
28,4,136.97516178096248
29,4,1.442190862764619
30,4,149.16730610200193
31,4,-3.8087958199139393
32,4,-0.9971933448041455
33,4,31.149756263654126
34,4,65.83894541288646
35,4,-27.50371428098697
36,4,4.109505065332996
37,4,11.20481654435116
38,4,142.14253244726933
39,4,-0.41351514184952975
40,4,4.388501688607903
41,4,-0.9238942254651192
42,4,3.5209254557921668
43,4,-37.85263223297352
44,4,176.22390195759544
45,4,9.861915042361034
46,4,3.6449096312499023
47,4,-8.591518256806921
48,4,225.2424950996283
49,4,-0.9306625380868354
50,4,3.4652576393409618
51,4,-37.2742115602432
52,4,-27.923815723462212
53,4,12.080379445356812
